PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)
833.0,671.0,1061.0,1482.0,705.0,23.1,47.4,1.3208,0.7
804.0,616.0,1144.0,1427.0,662.0,21.7,50.2,1.2917,0.6
811.0,651.0,1097.0,1442.0,579.0,21.9,50.7,1.3138,0.6
1028.0,934.0,818.0,1743.0,987.0,20.1,57.0,1.3216,1.6
1138.0,1141.0,671.0,1927.0,1197.0,21.5,51.8,1.3129,2.6
1203.0,1185.0,649.0,1968.0,1328.0,22.9,48.7,1.3416,2.9
1193.0,1136.0,667.0,1924.0,1370.0,25.7,41.0,1.3351,2.8
1049.0,898.0,858.0,1671.0,921.0,29.9,33.2,1.3793,1.9
1090.0,942.0,828.0,1713.0,876.0,32.9,28.0,1.3789,1.9
1070.0,976.0,808.0,1688.0,819.0,34.0,25.6,1.3363,2.1
1014.0,970.0,826.0,1684.0,763.0,34.7,22.6,1.2297,1.9
972.0,912.0,882.0,1596.0,675.0,35.5,20.3,1.1586,1.6
951.0,880.0,920.0,1539.0,637.0,35.9,18.8,1.0912,1.6
1033.0,1038.0,802.0,1690.0,826.0,36.2,18.6,1.0945,2.1
983.0,1094.0,817.0,1659.0,854.0,35.4,15.3,0.8613,2.4
973.0,1128.0,813.0,1642.0,894.0,32.9,15.5,0.7649,2.8
1083.0,1237.0,737.0,1786.0,1077.0,29.9,19.8,0.8211,3.4
1062.0,1176.0,763.0,1743.0,1121.0,28.1,22.4,0.8394,3.4
1011.0,1122.0,808.0,1680.0,1071.0,26.1,24.7,0.8233,2.7
1054.0,1110.0,765.0,1670.0,1167.0,25.0,28.7,0.8944,2.6
1013.0,1038.0,793.0,1598.0,1162.0,24.3,31.0,0.9268,2.3
870.0,823.0,975.0,1398.0,848.0,24.0,31.2,0.919,1.2
857.0,769.0,1006.0,1390.0,759.0,22.4,34.9,0.9362,1.0
835.0,739.0,1036.0,1382.0,694.0,21.2,37.6,0.9355,0.9
844.0,759.0,1005.0,1409.0,848.0,19.5,42.3,0.9461,1.1
769.0,606.0,1171.0,1314.0,610.0,19.5,42.4,0.9515,0.4
891.0,790.0,960.0,1466.0,816.0,18.6,45.8,0.9723,0.9
1037.0,993.0,779.0,1680.0,1158.0,19.7,44.1,1.0039,1.8
1090.0,1065.0,728.0,1773.0,1228.0,21.9,39.4,1.0243,2.2
1117.0,1118.0,716.0,1791.0,1323.0,24.5,34.3,1.0407,2.4
1109.0,1074.0,761.0,1734.0,1274.0,30.0,25.6,1.0674,2.3
961.0,939.0,912.0,1508.0,846.0,34.5,18.9,1.0168,1.6
985.0,919.0,918.0,1540.0,737.0,36.3,17.5,1.0411,1.4
960.0,909.0,910.0,1523.0,675.0,37.7,16.0,1.0231,1.4
927.0,806.0,1013.0,1446.0,559.0,38.3,15.8,1.0465,1.0
958.0,795.0,1002.0,1481.0,604.0,38.4,17.5,1.1609,1.0
1019.0,842.0,935.0,1565.0,729.0,37.2,20.5,1.2813,1.2
1010.0,816.0,955.0,1567.0,741.0,34.0,26.4,1.3781,1.3
1030.0,844.0,917.0,1599.0,747.0,32.3,30.4,1.445,1.5
1100.0,946.0,827.0,1726.0,932.0,30.5,33.9,1.4564,1.9
1079.0,909.0,861.0,1686.0,928.0,29.2,37.8,1.5098,1.8
1036.0,859.0,900.0,1645.0,860.0,28.4,39.1,1.4881,1.4
1085.0,959.0,827.0,1747.0,963.0,27.7,40.6,1.4828,1.7
1214.0,1151.0,683.0,1938.0,1309.0,27.2,42.5,1.5069,2.7
1127.0,1041.0,728.0,1830.0,1266.0,26.5,44.8,1.528,2.1
1038.0,950.0,776.0,1750.0,1181.0,25.5,47.6,1.5318,1.4
948.0,829.0,873.0,1638.0,937.0,25.2,47.8,1.5076,1.0
953.0,844.0,848.0,1685.0,995.0,23.2,53.7,1.5046,1.0
869.0,723.0,975.0,1522.0,789.0,23.2,52.3,1.4668,0.8
809.0,628.0,1127.0,1490.0,682.0,24.0,50.3,1.4811,0.5
833.0,641.0,1088.0,1496.0,717.0,23.5,51.2,1.4634,0.6
857.0,661.0,1083.0,1511.0,696.0,23.5,50.8,1.452,0.6
966.0,820.0,913.0,1634.0,807.0,24.7,47.6,1.4597,1.0
1063.0,894.0,823.0,1688.0,1025.0,27.2,41.1,1.4611,1.6
1110.0,996.0,782.0,1771.0,1090.0,31.0,32.4,1.4294,1.9
1055.0,941.0,844.0,1648.0,932.0,35.2,24.8,1.3854,1.7
939.0,828.0,991.0,1486.0,639.0,37.8,18.5,1.1977,1.1
816.0,684.0,1195.0,1285.0,467.0,39.0,15.1,1.0424,0.8
841.0,712.0,1175.0,1339.0,476.0,41.3,12.8,0.9933,0.7
842.0,722.0,1163.0,1294.0,490.0,41.8,11.9,0.9476,0.7
990.0,852.0,967.0,1488.0,669.0,42.2,14.2,1.1609,1.2
1042.0,894.0,916.0,1537.0,800.0,41.4,15.5,1.2089,1.6
1089.0,893.0,879.0,1609.0,791.0,38.9,21.4,1.4605,1.6
1102.0,990.0,799.0,1685.0,849.0,34.3,26.0,1.3865,1.7
1095.0,996.0,799.0,1695.0,934.0,32.7,27.7,1.3439,2.0
1116.0,1075.0,761.0,1784.0,1081.0,30.5,30.4,1.3031,2.3
1105.0,1046.0,777.0,1751.0,1102.0,29.0,33.6,1.3277,2.4
1018.0,950.0,830.0,1636.0,914.0,28.2,36.6,1.3781,1.7
991.0,896.0,857.0,1616.0,926.0,27.2,38.9,1.3821,1.2
923.0,765.0,952.0,1508.0,786.0,26.7,40.0,1.3754,1.0
874.0,679.0,1049.0,1444.0,619.0,26.0,41.2,1.3598,0.6
846.0,662.0,1068.0,1464.0,633.0,22.8,50.1,1.3677,0.5
838.0,632.0,1079.0,1438.0,634.0,24.0,46.6,1.37,0.4
827.0,656.0,1075.0,1447.0,722.0,24.0,46.4,1.3689,0.5
901.0,763.0,984.0,1552.0,717.0,23.7,47.1,1.3602,0.7
1291.0,1316.0,603.0,2172.0,1445.0,23.6,47.3,1.3634,3.2
1441.0,1606.0,503.0,2568.0,1786.0,25.5,43.1,1.3891,5.6
1363.0,1410.0,565.0,2199.0,1791.0,28.5,36.8,1.4128,4.6
1218.0,1198.0,671.0,1907.0,1413.0,32.6,28.0,1.3566,3.3
1132.0,1091.0,751.0,1795.0,1092.0,36.3,23.4,1.3902,2.1
1103.0,1060.0,770.0,1748.0,940.0,37.5,21.5,1.3673,1.9
1081.0,1053.0,770.0,1773.0,883.0,39.6,19.0,1.3447,1.9
1079.0,1018.0,793.0,1739.0,850.0,40.1,19.3,1.4013,1.6
1167.0,1087.0,741.0,1820.0,928.0,40.4,20.0,1.4854,2.0
1148.0,1037.0,772.0,1720.0,835.0,39.9,20.1,1.4495,1.8
1221.0,1230.0,670.0,1905.0,1157.0,39.1,19.6,1.3542,2.9
1255.0,1283.0,640.0,2023.0,1232.0,37.0,21.9,1.3503,3.4
1245.0,1287.0,635.0,2067.0,1288.0,33.9,26.8,1.3899,3.1
1162.0,1151.0,687.0,1912.0,1143.0,31.9,30.6,1.4201,2.5
1079.0,1020.0,754.0,1760.0,1014.0,29.7,33.9,1.3874,1.8
1091.0,1038.0,744.0,1786.0,1088.0,28.6,36.8,1.416,1.8
1085.0,1039.0,745.0,1790.0,1092.0,27.8,38.7,1.4187,2.0
1050.0,966.0,780.0,1748.0,1090.0,27.8,40.0,1.4691,1.5
941.0,814.0,873.0,1592.0,979.0,27.5,41.3,1.4962,0.8
891.0,705.0,980.0,1534.0,806.0,27.3,41.6,1.4906,0.4
842.0,624.0,1080.0,1480.0,712.0,26.0,44.2,1.4657,0.3
863.0,652.0,1055.0,1504.0,816.0,25.9,45.1,1.4889,0.5
956.0,784.0,928.0,1634.0,934.0,25.3,47.6,1.5108,0.7
1384.0,1391.0,552.0,2316.0,1548.0,24.7,49.5,1.5201,3.4
1502.0,1631.0,459.0,2622.0,1858.0,27.1,43.1,1.5224,5.7
1219.0,1163.0,642.0,1963.0,1410.0,28.3,39.8,1.5053,3.2
1237.0,1157.0,663.0,1968.0,1334.0,32.4,32.3,1.5484,2.7
1181.0,1078.0,706.0,1870.0,1140.0,35.4,27.8,1.5733,2.1
1251.0,1154.0,682.0,1955.0,1111.0,35.5,27.4,1.5635,2.8
1214.0,1170.0,681.0,1963.0,1054.0,37.8,24.4,1.5722,2.5
1166.0,1062.0,726.0,1825.0,924.0,37.2,25.5,1.5914,2.1
1226.0,1157.0,683.0,1912.0,1041.0,37.2,25.6,1.6014,2.5
1265.0,1229.0,636.0,2040.0,1282.0,38.0,25.0,1.6312,2.7
1317.0,1338.0,593.0,2132.0,1362.0,37.1,26.9,1.6635,3.7
1372.0,1382.0,568.0,2268.0,1441.0,36.9,27.8,1.7099,3.7
1443.0,1443.0,543.0,2332.0,1559.0,34.7,31.9,1.7325,4.6
1200.0,1126.0,664.0,1979.0,1198.0,31.9,38.4,1.7897,2.6
1216.0,1130.0,655.0,1994.0,1246.0,30.5,42.3,1.8173,2.5
1160.0,1070.0,687.0,1929.0,1192.0,29.3,45.8,1.8362,2.3
1194.0,1106.0,667.0,1985.0,1194.0,28.2,48.1,1.8144,2.2
1199.0,1087.0,658.0,1954.0,1252.0,27.3,51.0,1.8287,2.5
965.0,818.0,844.0,1681.0,777.0,26.8,52.4,1.8141,0.9
961.0,801.0,850.0,1683.0,798.0,26.0,54.9,1.8141,0.8
901.0,697.0,952.0,1586.0,800.0,26.8,51.9,1.8058,0.7
864.0,629.0,1052.0,1558.0,728.0,26.9,51.8,1.805,0.5
952.0,742.0,892.0,1656.0,953.0,24.6,59.1,1.8013,0.7
1009.0,875.0,797.0,1738.0,1060.0,26.4,53.1,1.7987,0.9
1225.0,1155.0,643.0,1992.0,1338.0,27.3,46.4,1.6542,2.2
1245.0,1202.0,628.0,2039.0,1622.0,28.4,40.4,1.5442,2.8
1265.0,1209.0,638.0,2015.0,1812.0,30.8,37.1,1.6169,2.9
1276.0,1241.0,642.0,2024.0,1784.0,34.2,30.7,1.6252,2.9
1232.0,1183.0,675.0,1920.0,1509.0,37.0,26.5,1.6352,3.0
1193.0,1097.0,698.0,1832.0,1139.0,36.6,27.8,1.676,2.5
1162.0,1117.0,700.0,1857.0,1044.0,36.9,26.9,1.6477,2.3
1126.0,1097.0,723.0,1810.0,1015.0,39.3,22.2,1.552,2.1
1089.0,993.0,801.0,1675.0,825.0,38.5,22.4,1.5018,1.9
1134.0,1073.0,747.0,1765.0,1022.0,39.7,20.4,1.4594,2.3
1388.0,1418.0,568.0,2250.0,1913.0,38.8,24.2,1.6433,4.2
1506.0,1499.0,506.0,2485.0,2043.0,33.5,38.0,1.939,4.9
1352.0,1385.0,563.0,2205.0,1661.0,34.0,32.9,1.7251,4.9
1217.0,1227.0,641.0,2040.0,1404.0,31.9,33.7,1.5663,3.5
1149.0,1132.0,688.0,1936.0,1233.0,30.2,37.6,1.587,2.5
1156.0,1129.0,688.0,1941.0,1181.0,28.9,41.0,1.6096,2.5
1180.0,1122.0,678.0,1921.0,1272.0,27.8,45.2,1.6604,2.6
1109.0,1080.0,696.0,1874.0,1190.0,27.1,47.4,1.6701,2.3
1032.0,974.0,763.0,1800.0,982.0,26.2,49.4,1.6555,1.5
893.0,767.0,918.0,1607.0,805.0,26.9,49.3,1.7196,0.9
848.0,642.0,1079.0,1536.0,654.0,26.3,50.8,1.7058,0.6
850.0,664.0,1038.0,1568.0,727.0,24.9,54.6,1.6908,0.6
938.0,782.0,879.0,1685.0,1001.0,23.4,58.6,1.6651,0.8
948.0,828.0,858.0,1711.0,994.0,24.4,55.2,1.6604,0.9
1225.0,1214.0,625.0,2090.0,1322.0,25.1,54.3,1.7057,2.4
1380.0,1359.0,538.0,2337.0,1617.0,26.6,51.2,1.7565,3.9
1276.0,1138.0,628.0,2021.0,1430.0,28.2,47.1,1.7752,2.9
1246.0,1093.0,667.0,1942.0,1357.0,31.6,39.4,1.7969,2.7
1141.0,996.0,767.0,1805.0,994.0,34.2,31.8,1.6837,2.0
1199.0,1124.0,680.0,1940.0,1054.0,36.6,27.1,1.6352,2.4
1156.0,1056.0,710.0,1842.0,945.0,37.6,26.9,1.715,2.0
1158.0,983.0,751.0,1803.0,808.0,38.1,26.3,1.7213,1.8
1163.0,1039.0,723.0,1814.0,888.0,37.8,26.9,1.7392,1.9
1078.0,1009.0,767.0,1730.0,787.0,37.8,22.7,1.4653,1.8
1244.0,1219.0,651.0,1949.0,1077.0,36.9,24.7,1.5134,2.9
1236.0,1239.0,637.0,1986.0,1106.0,34.5,28.5,1.531,3.3
1364.0,1376.0,580.0,2168.0,1356.0,32.5,30.9,1.4875,4.4
1193.0,1196.0,675.0,1888.0,1152.0,30.9,30.4,1.338,3.4
1078.0,985.0,778.0,1697.0,925.0,28.7,34.7,1.3457,1.9
1140.0,1035.0,726.0,1779.0,1059.0,27.7,39.3,1.4372,2.1
1239.0,1127.0,648.0,1930.0,1201.0,26.8,45.1,1.5645,2.5
1171.0,1093.0,669.0,1862.0,1205.0,26.1,45.3,1.5115,2.3
1065.0,977.0,736.0,1733.0,1103.0,25.9,46.1,1.5174,1.7
1024.0,882.0,791.0,1662.0,1072.0,25.3,47.6,1.513,1.5
873.0,679.0,1010.0,1501.0,713.0,26.6,43.0,1.4773,0.8
887.0,647.0,1046.0,1500.0,740.0,25.1,48.0,1.5115,0.5
993.0,795.0,888.0,1629.0,770.0,24.8,50.6,1.5654,0.8
1299.0,1225.0,620.0,2077.0,1327.0,25.7,49.7,1.615,2.6
1529.0,1526.0,476.0,2559.0,1763.0,27.4,45.5,1.6396,4.9
1320.0,1210.0,595.0,2052.0,1477.0,29.3,40.0,1.6082,2.9
1226.0,1168.0,650.0,1952.0,1311.0,33.6,28.7,1.4693,2.8
1105.0,980.0,777.0,1745.0,980.0,34.6,27.7,1.4991,1.8
1160.0,1040.0,720.0,1810.0,961.0,35.6,27.2,1.5557,1.8
1125.0,1051.0,730.0,1771.0,923.0,36.9,23.3,1.4313,1.9
1099.0,1015.0,763.0,1732.0,839.0,38.8,20.7,1.4036,1.7
1124.0,1021.0,745.0,1735.0,827.0,38.1,22.6,1.4868,1.7
1105.0,995.0,778.0,1681.0,821.0,37.1,23.0,1.4229,1.9
1035.0,1043.0,804.0,1647.0,749.0,34.8,19.3,1.0543,2.1
1065.0,1110.0,757.0,1691.0,871.0,33.6,20.7,1.059,2.4
1051.0,1220.0,739.0,1729.0,1077.0,31.4,18.5,0.8376,3.0
1073.0,1124.0,752.0,1688.0,1175.0,29.5,23.8,0.9623,2.8
1008.0,1004.0,817.0,1588.0,1125.0,27.4,27.1,0.9736,1.9
1090.0,1073.0,745.0,1693.0,1124.0,26.1,31.1,1.0338,2.1
1048.0,983.0,780.0,1643.0,1064.0,25.5,34.0,1.0935,1.8
1131.0,1087.0,705.0,1738.0,1240.0,24.0,37.8,1.1125,2.5
953.0,874.0,854.0,1528.0,899.0,24.2,37.3,1.1118,1.1
897.0,745.0,968.0,1461.0,807.0,23.4,40.6,1.1571,0.7
900.0,750.0,932.0,1494.0,817.0,21.8,46.6,1.1991,0.7
828.0,639.0,1077.0,1371.0,573.0,22.6,43.0,1.1629,0.4
892.0,739.0,964.0,1479.0,768.0,20.2,50.7,1.1844,0.7
914.0,809.0,912.0,1530.0,807.0,20.5,49.3,1.176,0.7
1096.0,1017.0,722.0,1743.0,1204.0,21.4,48.0,1.2086,1.8
1173.0,1130.0,648.0,1885.0,1401.0,23.2,43.9,1.2344,2.3
1125.0,1016.0,712.0,1725.0,1256.0,25.3,40.7,1.2921,1.9
1079.0,976.0,781.0,1669.0,999.0,29.9,31.1,1.2883,1.7
974.0,930.0,872.0,1536.0,712.0,33.9,21.3,1.1067,1.3
977.0,973.0,865.0,1550.0,712.0,36.3,16.0,0.9465,1.5
912.0,873.0,946.0,1436.0,614.0,36.6,15.2,0.9177,1.3
896.0,817.0,992.0,1426.0,554.0,37.4,15.8,0.9998,0.8
896.0,822.0,1002.0,1391.0,722.0,37.9,15.0,0.9721,0.8
956.0,862.0,930.0,1479.0,636.0,38.0,16.8,1.0933,1.1
970.0,900.0,909.0,1524.0,664.0,36.9,17.5,1.0789,1.2
929.0,869.0,942.0,1454.0,624.0,35.3,17.0,0.9561,1.2
947.0,926.0,905.0,1484.0,659.0,31.9,20.4,0.9462,1.4
1003.0,880.0,864.0,1537.0,695.0,29.1,29.6,1.1792,1.1
1045.0,940.0,822.0,1658.0,920.0,27.4,33.4,1.2022,1.5
1125.0,1035.0,728.0,1726.0,1150.0,26.7,35.8,1.2318,2.0
1138.0,985.0,742.0,1710.0,1141.0,25.2,42.7,1.3473,1.9
1217.0,1060.0,660.0,1840.0,1227.0,24.0,51.9,1.5252,2.2
983.0,831.0,847.0,1585.0,887.0,24.5,44.4,1.3476,1.1
1007.0,864.0,816.0,1639.0,987.0,22.6,51.0,1.3805,1.1
957.0,816.0,846.0,1613.0,903.0,22.2,52.7,1.3891,0.8
914.0,725.0,949.0,1550.0,780.0,21.2,56.8,1.4094,0.6
886.0,702.0,971.0,1528.0,767.0,20.3,59.6,1.3994,0.6
899.0,708.0,972.0,1559.0,780.0,21.3,56.7,1.4178,0.6
942.0,723.0,968.0,1573.0,698.0,23.0,54.6,1.5177,0.6
1022.0,817.0,835.0,1669.0,821.0,23.7,54.3,1.5731,1.1
1009.0,810.0,859.0,1634.0,772.0,25.4,49.3,1.5732,1.0
1025.0,809.0,877.0,1606.0,690.0,29.6,37.7,1.544,1.0
977.0,783.0,939.0,1543.0,586.0,33.9,26.2,1.3664,1.0
936.0,757.0,1007.0,1459.0,523.0,35.8,22.4,1.2933,0.8
884.0,703.0,1076.0,1394.0,488.0,37.9,18.8,1.222,0.7
809.0,664.0,1185.0,1270.0,427.0,38.5,14.8,0.9942,0.4
852.0,718.0,1109.0,1307.0,468.0,39.3,14.5,1.0149,0.5
872.0,708.0,1106.0,1331.0,489.0,38.9,15.6,1.0613,0.6
839.0,752.0,1102.0,1298.0,515.0,37.9,12.7,0.8211,0.7
854.0,788.0,1064.0,1310.0,562.0,35.8,13.4,0.7749,0.9
971.0,942.0,900.0,1541.0,776.0,32.3,19.7,0.9345,1.6
985.0,944.0,866.0,1541.0,833.0,30.1,23.5,0.9869,1.6
1027.0,981.0,817.0,1631.0,1023.0,28.2,28.7,1.0806,1.7
1012.0,876.0,853.0,1580.0,967.0,26.0,35.7,1.1842,1.3
1086.0,973.0,766.0,1656.0,1089.0,25.3,39.2,1.2452,1.9
1025.0,939.0,790.0,1635.0,1103.0,24.7,38.7,1.1845,1.5
848.0,692.0,1034.0,1412.0,734.0,25.5,35.7,1.1499,0.6
839.0,652.0,1075.0,1405.0,671.0,22.5,43.2,1.1589,0.4
814.0,618.0,1097.0,1400.0,696.0,21.6,46.1,1.1761,0.3
799.0,613.0,1120.0,1387.0,641.0,21.6,45.7,1.1665,0.4
879.0,792.0,906.0,1521.0,825.0,21.1,47.3,1.1654,0.7
1104.0,1125.0,697.0,1815.0,1179.0,21.6,44.1,1.1269,2.0
1344.0,1496.0,519.0,2311.0,1651.0,23.7,37.9,1.0988,3.9
1226.0,1272.0,632.0,1901.0,1474.0,26.0,30.1,0.9953,3.6
1157.0,1176.0,691.0,1779.0,1370.0,30.6,23.2,1.001,3.2
1059.0,1060.0,798.0,1638.0,1141.0,34.1,19.1,1.0048,2.2
1076.0,1057.0,778.0,1633.0,1076.0,36.2,18.0,1.0636,2.2
1066.0,1041.0,783.0,1641.0,1036.0,37.4,17.3,1.0914,2.1
1049.0,994.0,813.0,1580.0,881.0,39.5,15.6,1.102,1.8
1097.0,1074.0,776.0,1671.0,960.0,40.4,14.9,1.1033,2.0
1087.0,1018.0,791.0,1624.0,883.0,40.1,16.1,1.1699,1.8
1269.0,1269.0,633.0,1942.0,1221.0,39.3,18.9,1.3251,3.0
1328.0,1405.0,584.0,2072.0,1518.0,37.3,19.9,1.2437,4.3
1200.0,1270.0,654.0,1906.0,1264.0,33.6,22.9,1.1747,3.5
1098.0,1105.0,732.0,1768.0,1061.0,30.7,28.9,1.2501,2.5
1058.0,1004.0,776.0,1684.0,947.0,28.8,32.8,1.2776,1.8
1081.0,1025.0,738.0,1757.0,1059.0,27.3,36.8,1.3207,1.9
1062.0,962.0,776.0,1674.0,1030.0,26.2,39.7,1.3249,1.9
1078.0,971.0,752.0,1694.0,1065.0,25.4,43.0,1.37,1.9
917.0,761.0,931.0,1497.0,893.0,25.8,41.0,1.3461,0.9
881.0,718.0,965.0,1510.0,837.0,23.3,48.4,1.3677,0.7
865.0,671.0,1012.0,1477.0,807.0,23.5,47.8,1.3607,0.6
829.0,602.0,1123.0,1410.0,596.0,23.5,46.7,1.3361,0.4
913.0,743.0,931.0,1540.0,884.0,21.8,52.3,1.3539,0.7
1077.0,985.0,742.0,1780.0,1170.0,21.8,52.5,1.3529,1.6
1337.0,1386.0,565.0,2196.0,1596.0,22.9,49.1,1.3546,3.8
1467.0,1575.0,472.0,2460.0,1873.0,24.9,43.3,1.3422,5.1
1257.0,1227.0,611.0,1954.0,1608.0,26.7,39.4,1.3556,3.4
1227.0,1125.0,675.0,1835.0,1470.0,30.5,32.9,1.4135,2.6
1188.0,1108.0,693.0,1818.0,1275.0,34.2,27.2,1.4404,2.2
1301.0,1276.0,631.0,1953.0,1407.0,38.2,20.9,1.3701,3.4
1201.0,1278.0,657.0,1892.0,1302.0,39.6,16.9,1.2028,3.4
1058.0,1026.0,794.0,1622.0,931.0,39.9,15.8,1.141,1.8
1037.0,1075.0,789.0,1604.0,917.0,40.2,13.9,1.02,2.0
1055.0,1157.0,762.0,1674.0,985.0,39.6,13.2,0.9332,2.4
1179.0,1364.0,661.0,1845.0,1265.0,39.5,12.6,0.8894,3.8
1298.0,1430.0,632.0,1946.0,2475.0,37.9,13.9,0.9015,4.4
1213.0,1327.0,654.0,1864.0,2021.0,34.2,17.9,0.9444,3.9
1233.0,1398.0,613.0,1975.0,1834.0,32.6,20.6,0.9939,4.0
1086.0,1145.0,737.0,1717.0,1426.0,30.4,23.2,0.9889,2.5
1056.0,1078.0,765.0,1668.0,1272.0,28.8,25.1,0.9793,2.1
1138.0,1128.0,681.0,1737.0,1490.0,27.8,29.9,1.1018,2.4
1112.0,1128.0,675.0,1771.0,1440.0,26.9,32.6,1.1381,2.1
992.0,948.0,773.0,1609.0,1271.0,26.3,33.7,1.1377,1.6
895.0,767.0,931.0,1463.0,985.0,25.7,33.9,1.1065,0.8
843.0,655.0,1046.0,1377.0,826.0,24.8,36.0,1.1109,0.5
828.0,626.0,1073.0,1362.0,754.0,25.5,34.6,1.1096,0.4
894.0,709.0,997.0,1432.0,853.0,24.0,37.8,1.1077,0.5
1072.0,976.0,740.0,1673.0,1340.0,23.9,39.3,1.1522,1.3
1425.0,1486.0,512.0,2305.0,1869.0,24.8,38.4,1.1808,4.1
1428.0,1500.0,496.0,2275.0,2021.0,26.9,34.4,1.2036,4.1
1359.0,1415.0,572.0,2081.0,1902.0,29.6,28.7,1.1706,4.0
1182.0,1122.0,730.0,1707.0,1527.0,34.6,21.1,1.1398,2.2
1117.0,1045.0,761.0,1623.0,1260.0,38.3,17.0,1.1216,2.0
1119.0,1088.0,741.0,1640.0,1124.0,40.4,14.5,1.0736,2.0
1068.0,1152.0,739.0,1683.0,1309.0,42.6,9.6,0.8012,2.2
1090.0,1120.0,743.0,1629.0,1283.0,42.5,10.2,0.8478,2.2
1056.0,1024.0,792.0,1555.0,1068.0,41.0,11.6,0.8872,1.8
1098.0,1007.0,799.0,1546.0,937.0,41.3,13.0,1.0154,1.8
1318.0,1339.0,635.0,1925.0,1416.0,39.2,14.5,1.0106,3.3
1348.0,1347.0,599.0,1903.0,1611.0,36.9,17.9,1.096,4.3
1502.0,1546.0,538.0,2199.0,1919.0,35.6,20.4,1.1646,5.3
1373.0,1364.0,597.0,2005.0,1745.0,33.7,22.6,1.1658,4.3
1397.0,1346.0,580.0,2017.0,1837.0,31.5,27.8,1.2671,3.6
1286.0,1214.0,620.0,1880.0,1759.0,31.1,29.3,1.3055,2.4
1222.0,1161.0,661.0,1827.0,1593.0,30.2,30.9,1.3026,2.1
1069.0,983.0,749.0,1627.0,1357.0,29.8,30.2,1.2502,1.2
1011.0,864.0,809.0,1532.0,1231.0,28.4,32.5,1.2361,0.9
962.0,803.0,853.0,1507.0,1066.0,27.5,34.0,1.231,0.6
919.0,723.0,910.0,1443.0,992.0,26.8,35.3,1.2243,0.5
986.0,784.0,839.0,1503.0,1204.0,25.6,38.8,1.2545,0.6
990.0,821.0,848.0,1511.0,1079.0,27.5,34.6,1.2518,0.6
1296.0,1208.0,603.0,1914.0,1593.0,25.9,37.4,1.2289,2.2
1371.0,1384.0,545.0,2082.0,1745.0,28.5,32.5,1.2441,3.2
1385.0,1240.0,596.0,1919.0,1847.0,29.5,32.7,1.3229,3.0
1381.0,1227.0,595.0,1903.0,1845.0,29.8,33.1,1.3693,2.7
1396.0,1306.0,587.0,1934.0,1886.0,33.4,26.8,1.3586,3.2
1070.0,1000.0,801.0,1538.0,1039.0,40.3,15.8,1.1604,1.4
1076.0,972.0,819.0,1525.0,923.0,41.8,15.0,1.1989,1.3
1126.0,1004.0,788.0,1609.0,926.0,41.1,15.7,1.2071,1.4
1225.0,1196.0,673.0,1775.0,1277.0,41.9,14.8,1.1944,2.1
1202.0,1206.0,671.0,1807.0,1301.0,40.9,14.6,1.114,2.4
1308.0,1310.0,628.0,1891.0,1385.0,39.1,16.9,1.1705,3.1
1440.0,1281.0,580.0,2021.0,1474.0,36.4,27.3,1.6308,3.5
1611.0,1552.0,487.0,2371.0,1948.0,34.9,29.3,1.611,5.1
1387.0,1419.0,559.0,2113.0,1677.0,33.6,26.4,1.3515,4.5
1268.0,1206.0,648.0,1900.0,1434.0,32.2,27.6,1.3044,2.9
1237.0,1175.0,660.0,1834.0,1424.0,30.5,29.7,1.2742,2.6
1302.0,1198.0,628.0,1934.0,1504.0,29.4,35.6,1.4383,2.7
1347.0,1282.0,575.0,1996.0,1661.0,29.1,34.8,1.38,3.2
1355.0,1198.0,564.0,1905.0,1714.0,27.7,41.9,1.537,2.3
1023.0,822.0,823.0,1585.0,1050.0,27.9,41.6,1.5425,1.0
903.0,631.0,1070.0,1458.0,550.0,27.8,43.7,1.6039,0.5
876.0,605.0,1144.0,1432.0,456.0,27.4,42.2,1.5177,0.4
932.0,707.0,1011.0,1509.0,554.0,26.6,42.8,1.4713,0.6
1020.0,866.0,847.0,1636.0,744.0,26.9,40.3,1.4041,1.0
1264.0,1241.0,609.0,1989.0,1280.0,27.0,37.3,1.3081,2.9
1179.0,1153.0,654.0,1877.0,1096.0,27.0,35.3,1.2396,2.7
1079.0,966.0,785.0,1640.0,927.0,27.4,32.0,1.1545,1.8
1036.0,955.0,829.0,1527.0,840.0,30.5,24.7,1.0592,1.8
1002.0,964.0,828.0,1546.0,786.0,32.9,20.1,0.9902,1.7
995.0,959.0,856.0,1544.0,690.0,33.9,18.4,0.9587,1.5
1008.0,962.0,845.0,1545.0,742.0,34.4,19.3,1.0325,1.7
978.0,962.0,846.0,1527.0,680.0,34.2,19.6,1.0399,1.3
989.0,990.0,822.0,1577.0,705.0,33.2,20.4,1.0195,1.5
961.0,985.0,845.0,1554.0,677.0,32.4,19.1,0.915,1.5
1009.0,1116.0,779.0,1602.0,877.0,32.2,17.1,0.8124,2.3
970.0,1117.0,786.0,1579.0,844.0,31.0,17.1,0.7526,2.2
1097.0,1199.0,699.0,1738.0,1006.0,28.3,24.9,0.9412,2.8
1065.0,1105.0,723.0,1672.0,987.0,26.6,30.2,1.033,2.7
1036.0,986.0,776.0,1614.0,868.0,24.8,36.8,1.1357,1.7
